sentence_id,volume,group_start,text_raw,text_norm,avg_logprob,no_speech_prob,t_start,t_end,media_file,src_file,source,flags
1864,2,1851,"这些花真好看,你觉得呢? 是啊,这是什么花?","这些花真好看,你觉得呢? 是啊,这是什么花?",-0.2393,0.0038,200.398,204.720,transcript_media/en/ZS_F2_1864_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 03:20.40-03:24.72,
1865,2,1851,"伯纳德去了聚会,不是吗? 对,但我没跟他说话。","伯纳德去了聚会,不是吗? 对,但我没跟他说话。",-0.2251,0.0693,213.348,217.857,transcript_media/en/ZS_F2_1865_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 03:33.35-03:37.86,
1866,2,1851,"Yes, many times.","Yes, many times.",-0.3479,0.0121,231.382,232.496,transcript_media/en/ZS_F2_1866_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 03:51.38-03:52.50,
1867,2,1851,"You speak Chinese, don't you? Yes, but not very well.","You speak Chinese, don't you? Yes, but not very well.",-0.1878,0.0292,245.595,248.650,transcript_media/en/ZS_F2_1867_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 04:05.60-04:08.65,
1868,2,1851,"Caroline looks tired, doesn't she?","Caroline looks tired, doesn't she?",-0.2124,0.0127,263.086,264.646,transcript_media/en/ZS_F2_1868_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 04:23.09-04:24.65,
1869,2,1851,"卡罗琳看起来很疲惫是不是? 对,她工作很辛苦。","卡罗琳看起来很疲惫是不是? 对,她工作很辛苦。",-0.3142,0.0528,275.601,280.098,transcript_media/en/ZS_F2_1869_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 04:35.60-04:40.10,
1870,2,1851,"你会帮我的,对吧? 是啊,当然。","你会帮我的,对吧? 是啊,当然。",-0.1833,0.0936,287.335,290.033,transcript_media/en/ZS_F2_1870_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 04:47.34-04:50.03,
1871,2,1851,"No, I'm not hungry.","No, I'm not hungry.",-0.2834,0.0186,301.103,302.080,transcript_media/en/ZS_F2_1871_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 05:01.10-05:02.08,
1872,2,1851,"You aren't tired, are you?","You aren't tired, are you?",-0.2564,0.0260,316.280,317.344,transcript_media/en/ZS_F2_1872_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 05:16.28-05:17.34,
1873,2,1851,你不累是吧? 我还好。,你不累是吧? 我还好。,-0.3229,0.1378,325.942,328.388,transcript_media/en/ZS_F2_1873_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 05:25.94-05:28.39,
1874,2,1851,"一个人不错吧? 嗯,大家都喜欢他。","一个人不错吧? 嗯,大家都喜欢他。",-0.3464,0.0065,336.610,339.849,transcript_media/en/ZS_F2_1874_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 05:36.61-05:39.85,
1875,2,1851,"Yes, but I'm not very good.","Yes, but I'm not very good.",-0.2272,0.0168,352.120,353.478,transcript_media/en/ZS_F2_1875_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 05:52.12-05:53.48,
1876,2,1851,"You don't know Larissa's sister, do you?","You don't know Larissa's sister, do you?",-0.1680,0.0160,368.927,370.491,transcript_media/en/ZS_F2_1876_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 06:08.93-06:10.49,
1877,2,1851,"你不认识拉里萨的妹妹吧? 对,我从没见过她。","你不认识拉里萨的妹妹吧? 对,我从没见过她。",-0.1682,0.0868,380.306,384.009,transcript_media/en/ZS_F2_1877_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 06:20.31-06:24.01,
1878,2,1851,"Claude went to college, right? Yes, he studied psychology.","Claude went to college, right? Yes, he studied psychology.",-0.4449,0.0290,399.156,402.917,transcript_media/en/ZS_F2_1878_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 06:39.16-06:42.92,
1879,2,1851,"电影不好看吧?嗯,非常烂。","电影不好看吧?嗯,非常烂。",-0.3372,0.0267,416.567,419.283,transcript_media/en/ZS_F2_1879_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 06:56.57-06:59.28,
1880,2,1851,"下落地住在你附近是吧? 对,只离我几条街的距离。","下落地住在你附近是吧? 对,只离我几条街的距离。",-0.1935,0.0787,427.473,432.116,transcript_media/en/ZS_F2_1880_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 07:07.47-07:12.12,
1881,2,1851,"No, of course not.","No, of course not.",-0.1228,0.0974,445.890,446.739,transcript_media/en/ZS_F2_1881_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 07:25.89-07:26.74,
1882,2,1851,Diane works very hard. It's said that she works 16 hours a day.,Diane works very hard. It's said that she works 16 hours a day.,-0.0767,0.0116,460.621,464.084,transcript_media/en/ZS_F2_1882_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 07:40.62-07:44.08,
1883,2,1851,The police are looking for a missing boy. It's believed that he was last seen walking home.,The police are looking for a missing boy. It's believed that he was last seen walking home.,-0.0594,0.0051,479.163,483.635,transcript_media/en/ZS_F2_1883_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 07:59.16-08:03.64,
1884,2,1851,The strike started three weeks ago. It's expected that it'll end soon.,The strike started three weeks ago. It's expected that it'll end soon.,-0.0546,0.0048,501.325,505.195,transcript_media/en/ZS_F2_1884_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 08:21.32-08:25.19,
1885,2,1851,A friend of mine has been arrested. It's alleged that he hit a police officer.,A friend of mine has been arrested. It's alleged that he hit a police officer.,-0.0690,0.0096,521.405,525.576,transcript_media/en/ZS_F2_1885_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 08:41.40-08:45.58,
1886,2,1851,It's reported that two people were injured in the explosion.,It's reported that two people were injured in the explosion.,-0.0833,0.0149,539.108,541.829,transcript_media/en/ZS_F2_1886_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 08:59.11-09:01.83,
1887,2,1851,Let's go and see that movie. It's supposed to be good.,Let's go and see that movie. It's supposed to be good.,-0.0502,0.0045,555.590,557.770,transcript_media/en/ZS_F2_1887_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 09:15.59-09:17.77,
1888,2,1851,"Emil is supposed to have hit a police officer, but I don't believe it.","Emil is supposed to have hit a police officer, but I don't believe it.",-0.0683,0.0075,570.571,574.091,transcript_media/en/ZS_F2_1888_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 09:30.57-09:34.09,
1889,2,1851,"The plan is supposed to be secret, but everybody seems to know about it.","The plan is supposed to be secret, but everybody seems to know about it.",-0.0680,0.0080,586.381,590.268,transcript_media/en/ZS_F2_1889_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 09:46.38-09:50.27,
1890,2,1851,What are you doing at work? You're supposed to be on vacation.,What are you doing at work? You're supposed to be on vacation.,-0.0708,0.0367,604.842,607.483,transcript_media/en/ZS_F2_1890_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 10:04.84-10:07.48,
1891,2,1851,"Spitlana was supposed to call me last night, but she didn't.","Spitlana was supposed to call me last night, but she didn't.",-0.1689,0.0064,620.672,623.211,transcript_media/en/ZS_F2_1891_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 10:20.67-10:23.21,
1892,2,1851,"Our guests were supposed to arrive at 7.30, but they were late.","Our guests were supposed to arrive at 7.30, but they were late.",-0.0820,0.0180,639.152,642.121,transcript_media/en/ZS_F2_1892_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 10:39.15-10:42.12,
1893,2,1851,I'd better hurry. I'm supposed to meet Maxim in 10 minutes.,I'd better hurry. I'm supposed to meet Maxim in 10 minutes.,-0.1562,0.0090,656.799,659.956,transcript_media/en/ZS_F2_1893_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 10:56.80-10:59.96,
1894,2,1851,You're not supposed to park your car here. It's private parking only.,You're not supposed to park your car here. It's private parking only.,-0.1323,0.0098,674.481,677.812,transcript_media/en/ZS_F2_1894_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 11:14.48-11:17.81,
1895,2,1851,"Gerard is feeling much better after his operation, but he's still not supposed to do any heavy lifting.","Gerard is feeling much better after his operation, but he's still not supposed to do any heavy lifting.",-0.0926,0.0023,690.989,696.592,transcript_media/en/ZS_F2_1895_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 11:30.99-11:36.59,
1896,2,1851,This coat is dirty. You should get it cleaned.,This coat is dirty. You should get it cleaned.,-0.1536,0.0284,712.450,714.628,transcript_media/en/ZS_F2_1896_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 11:52.45-11:54.63,
1897,2,1851,I think you should get your hair cut really short.,I think you should get your hair cut really short.,-0.2028,0.0372,727.693,729.707,transcript_media/en/ZS_F2_1897_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 12:07.69-12:09.71,
1898,2,1851,How often do you have your car serviced?,How often do you have your car serviced?,-0.2465,0.0243,742.572,744.378,transcript_media/en/ZS_F2_1898_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 12:22.57-12:24.38,
1899,2,1851,I don't like having my picture taken.,I don't like having my picture taken.,-0.1815,0.0145,755.128,756.696,transcript_media/en/ZS_F2_1899_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 12:35.13-12:36.70,
1900,2,1851,Our neighbor just got air conditioning installed in their house.,Our neighbor just got air conditioning installed in their house.,-0.1044,0.0092,766.999,769.842,transcript_media/en/ZS_F2_1900_en.mp3,GLOSSIKA-ENZS-F2-GMS-1851A.mp3,F2-GMS-1851A 12:47.00-12:49.84,
1901,2,1901,The GMS Method Fluency 2 English 中文 中文,The GMS Method Fluency 2 English 中文 中文,-0.2614,0.0197,0.000,6.776,transcript_media/en/ZS_F2_1901_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 00:00.00-00:06.78,
1902,2,1901,Leonardo will attend the party tonight.,Leonardo will attend the party tonight.,-0.5285,0.0914,15.175,17.837,transcript_media/en/ZS_F2_1902_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 00:15.17-00:17.84,
1903,2,1901,是吗?我以为你说他不会来。,是吗?我以为你说他不会来。,-0.2821,0.1416,27.959,30.283,transcript_media/en/ZS_F2_1903_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 00:27.96-00:30.28,
1904,2,1901,"我认识很多人,真的吗?我以为你说你谁都不认识。","我认识很多人,真的吗?我以为你说你谁都不认识。",-0.1677,0.0335,42.043,46.179,transcript_media/en/ZS_F2_1904_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 00:42.04-00:46.18,
1905,2,1901,She will? But didn't you say she wouldn't be here?,She will? But didn't you say she wouldn't be here?,-0.1027,0.0308,59.834,62.621,transcript_media/en/ZS_F2_1905_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 00:59.83-01:02.62,
1906,2,1901,I'm going out tonight.,I'm going out tonight.,-0.2363,0.0240,80.359,81.344,transcript_media/en/ZS_F2_1906_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 01:20.36-01:21.34,
1907,2,1901,"我今天晚上要出去。 这样啊,但你本来说你会待在家里。","我今天晚上要出去。 这样啊,但你本来说你会待在家里。",-0.2261,0.1836,94.637,99.547,transcript_media/en/ZS_F2_1907_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 01:34.64-01:39.55,
1908,2,1901,我会说一点法语。 真的吗? 但之前你说你不会。,我会说一点法语。 真的吗? 但之前你说你不会。,-0.3431,0.1300,116.675,120.938,transcript_media/en/ZS_F2_1908_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 01:56.67-02:00.94,
1909,2,1901,我已经很久没去看过电影了。 真的吗?我以为你说你几天前才去看过。,我已经很久没去看过电影了。 真的吗?我以为你说你几天前才去看过。,-0.1826,0.0297,131.518,136.950,transcript_media/en/ZS_F2_1909_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 02:11.52-02:16.95,
1910,2,1901,"Malik said he didn't feel well when he just got up, so he didn't go to work.","Malik said he didn't feel well when he just got up, so he didn't go to work.",-0.3447,0.0219,154.307,158.863,transcript_media/en/ZS_F2_1910_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 02:34.31-02:38.86,
1911,2,1901,Jasmine said her new job was quite interesting.,Jasmine said her new job was quite interesting.,-0.4333,0.1688,176.911,183.118,transcript_media/en/ZS_F2_1911_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 02:56.91-03:03.12,
1912,2,1901,他跟我说他明年想去南美洲。 他跟我说他本来明年想去南美洲。,他跟我说他明年想去南美洲。 他跟我说他本来明年想去南美洲。,-0.2229,0.1139,205.093,210.850,transcript_media/en/ZS_F2_1912_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 03:25.09-03:30.85,
1913,2,1901,Doctor asked me to rest in bed for a few days.,Doctor asked me to rest in bed for a few days.,-0.4622,0.0734,226.934,229.174,transcript_media/en/ZS_F2_1913_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 03:46.93-03:49.17,
1914,2,1901,"我叫路西恩,不要大喊大叫。","我叫路西恩,不要大喊大叫。",-0.2340,0.0848,240.612,242.789,transcript_media/en/ZS_F2_1914_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 04:00.61-04:02.79,
1915,2,1901,美智子叫我不要跟别人说发生了什么。,美智子叫我不要跟别人说发生了什么。,-0.2168,0.0124,254.891,257.825,transcript_media/en/ZS_F2_1915_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 04:14.89-04:17.83,
1916,2,1901,"生花了很多时间准备,所以我叫他快一点。","生花了很多时间准备,所以我叫他快一点。",-0.2591,0.0305,272.059,275.599,transcript_media/en/ZS_F2_1916_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 04:32.06-04:35.60,
1917,2,1901,"莉莉安对这种状况感到很紧张,所以我叫她放轻松。","莉莉安对这种状况感到很紧张,所以我叫她放轻松。",-0.2026,0.0082,290.917,294.949,transcript_media/en/ZS_F2_1917_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 04:50.92-04:54.95,
1918,2,1901,"海关用很怀疑的眼神看着我,让我把行李打开。","海关用很怀疑的眼神看着我,让我把行李打开。",-0.1557,0.0256,316.980,320.697,transcript_media/en/ZS_F2_1918_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 05:16.98-05:20.70,
1919,2,1901,你昨天晚上遇到什么事儿了?,你昨天晚上遇到什么事儿了?,-0.1435,0.0387,331.197,333.174,transcript_media/en/ZS_F2_1919_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 05:31.20-05:33.17,
1920,2,1901,有多少人去开会?,有多少人去开会?,-0.4172,0.0062,348.155,349.737,transcript_media/en/ZS_F2_1920_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 05:48.16-05:49.74,
1921,2,1901,几路车到市中心,几路车到市中心,-0.2649,0.1299,360.575,361.722,transcript_media/en/ZS_F2_1921_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 06:00.58-06:01.72,
1922,2,1901,你想要跟谁说话?,你想要跟谁说话?,-0.2765,0.0292,371.474,372.999,transcript_media/en/ZS_F2_1922_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 06:11.47-06:13.00,
1923,2,1901,昨天天气怎样?,昨天天气怎样?,-0.3363,0.0089,383.135,384.722,transcript_media/en/ZS_F2_1923_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 06:23.14-06:24.72,
1924,2,1901,你想要跟谁说话?,你想要跟谁说话?,-0.2951,0.0268,394.722,396.179,transcript_media/en/ZS_F2_1924_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 06:34.72-06:36.18,
1925,2,1901,Have we met before?,Have we met before?,-0.5376,0.0275,407.524,414.809,transcript_media/en/ZS_F2_1925_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 06:47.52-06:54.81,
1926,2,1901,"你不想去聚会吗? 对,我不想去。","你不想去聚会吗? 对,我不想去。",-0.2512,0.1565,427.026,428.859,transcript_media/en/ZS_F2_1926_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 07:07.03-07:08.86,
1927,2,1901,咱们今天晚上出去吃饭吗?,咱们今天晚上出去吃饭吗?,-0.2375,0.0164,440.317,442.667,transcript_media/en/ZS_F2_1927_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 07:20.32-07:22.67,
1928,2,1901,Why didn't Nicholas go to work yesterday?,Why didn't Nicholas go to work yesterday?,-0.4281,0.0146,456.141,460.243,transcript_media/en/ZS_F2_1928_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 07:36.14-07:40.24,
1929,2,1901,Why not? Isn't she coming?,Why not? Isn't she coming?,-0.0717,0.0119,474.347,475.625,transcript_media/en/ZS_F2_1929_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 07:54.35-07:55.62,
1930,2,1901,I'll have to borrow some money.,I'll have to borrow some money.,-0.2500,0.0140,489.189,491.729,transcript_media/en/ZS_F2_1930_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 08:09.19-08:11.73,
1931,2,1901,我得借点钱。 为什么?你没钱吗?,我得借点钱。 为什么?你没钱吗?,-0.2266,0.2010,504.217,507.326,transcript_media/en/ZS_F2_1931_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 08:24.22-08:27.33,
1932,2,1901,几点了?你知道现在几点了吗?,几点了?你知道现在几点了吗?,-0.1852,0.0635,521.913,525.324,transcript_media/en/ZS_F2_1932_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 08:41.91-08:45.32,
1933,2,1901,这些人是谁? 我不知道这些人是谁?,这些人是谁? 我不知道这些人是谁?,-0.2537,0.0451,541.371,548.754,transcript_media/en/ZS_F2_1933_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 09:01.37-09:08.75,
1934,2,1901,我去哪儿找奥利佛?你能告诉我去哪儿才能找到奥利佛吗?,我去哪儿找奥利佛?你能告诉我去哪儿才能找到奥利佛吗?,-0.0963,0.0658,569.555,573.128,transcript_media/en/ZS_F2_1934_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 09:29.56-09:33.13,
1935,2,1901,这个多少钱?你知道这个多少钱吗?,这个多少钱?你知道这个多少钱吗?,-0.1941,0.0569,586.794,590.473,transcript_media/en/ZS_F2_1935_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 09:46.79-09:50.47,
1936,2,1901,电影几点开始?你知道电影几点开始吗?,电影几点开始?你知道电影几点开始吗?,-0.1680,0.0684,604.179,607.563,transcript_media/en/ZS_F2_1936_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 10:04.18-10:07.56,
1937,2,1901,你是什么意思?请解释一下你是什么意思?,你是什么意思?请解释一下你是什么意思?,-0.1033,0.1426,623.215,627.242,transcript_media/en/ZS_F2_1937_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 10:23.21-10:27.24,
1938,2,1901,他为什么早走?我在想为什么他早走?,他为什么早走?我在想为什么他早走?,-0.2454,0.0541,643.794,648.263,transcript_media/en/ZS_F2_1938_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 10:43.79-10:48.26,
1939,2,1901,机场离这里多远?你知道机场离这里多远吗?,机场离这里多远?你知道机场离这里多远吗?,-0.1489,0.0542,660.545,662.923,transcript_media/en/ZS_F2_1939_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 11:00.55-11:02.92,
1940,2,1901,你知道在这里停车要多少钱吗?,你知道在这里停车要多少钱吗?,-0.2854,0.0408,675.696,678.217,transcript_media/en/ZS_F2_1940_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 11:15.70-11:18.22,
1941,2,1901,He asked me if I was willing to go on a trip.,He asked me if I was willing to go on a trip.,-0.4001,0.0381,690.777,693.163,transcript_media/en/ZS_F2_1941_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 11:30.78-11:33.16,
1942,2,1901,他想知道我空闲时间都做什么。,他想知道我空闲时间都做什么。,-0.2316,0.1086,705.347,707.809,transcript_media/en/ZS_F2_1942_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 11:45.35-11:47.81,
1943,2,1901,他问我现在的工作做多久了?,他问我现在的工作做多久了?,-0.3281,0.2471,726.301,728.373,transcript_media/en/ZS_F2_1943_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 12:06.30-12:08.37,
1944,2,1901,He asked me why I applied for this job.,He asked me why I applied for this job.,-0.3927,0.0186,739.447,742.204,transcript_media/en/ZS_F2_1944_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 12:19.45-12:22.20,
1945,2,1901,他想知道我会不会说其他语言。,他想知道我会不会说其他语言。,-0.2693,0.0639,754.529,757.063,transcript_media/en/ZS_F2_1945_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 12:34.53-12:37.06,
1946,2,1901,He asked me if I had a driving license.,He asked me if I had a driving license.,-0.4645,0.0358,769.557,772.728,transcript_media/en/ZS_F2_1946_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 12:49.56-12:52.73,
1947,2,1901,"Natalie doesn't have a car, so does Oliver.","Natalie doesn't have a car, so does Oliver.",-0.5555,0.0089,787.447,790.309,transcript_media/en/ZS_F2_1947_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 13:07.45-13:10.31,
1948,2,1901,I hope not.,I hope not.,-0.3951,0.0220,803.207,806.225,transcript_media/en/ZS_F2_1948_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 13:23.21-13:26.23,
1949,2,1901,Do you think Remy will get the job?,Do you think Remy will get the job?,-0.1349,0.0410,821.496,822.858,transcript_media/en/ZS_F2_1949_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 13:41.50-13:42.86,
1950,2,1901,你觉得雷米会得到这份工作吗? 我猜会吧。,你觉得雷米会得到这份工作吗? 我猜会吧。,-0.3623,0.0094,831.736,834.505,transcript_media/en/ZS_F2_1950_en.mp3,GLOSSIKA-ENZS-F2-GMS-1901A.mp3,F2-GMS-1901A 13:51.74-13:54.51,
1951,2,1951,Is the concert at 7.30? I think so.,Is the concert at 7.30? I think so.,-0.1480,0.0094,0.000,3.279,transcript_media/en/ZS_F2_1951_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 00:00.00-00:03.28,
1952,2,1951,Is Hitomi working tomorrow? I suppose so.,Is Hitomi working tomorrow? I suppose so.,-0.2236,0.0055,11.030,11.774,transcript_media/en/ZS_F2_1952_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 00:11.03-00:11.77,
1953,2,1951,"You notice the sky is blue and the sun is shining. You say, it's a beautiful day, isn't it?","You notice the sky is blue and the sun is shining. You say, it's a beautiful day, isn't it?",-0.0879,0.0265,25.954,27.403,transcript_media/en/ZS_F2_1953_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 00:25.95-00:27.40,
1954,2,1951,"You notice the restaurant prices are very high. You say, it's pretty expensive, isn't it?","You notice the restaurant prices are very high. You say, it's pretty expensive, isn't it?",-0.1090,0.0085,36.212,38.904,transcript_media/en/ZS_F2_1954_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 00:36.21-00:38.90,
1955,2,1951,"You really enjoyed your training course, you say. The course was great, wasn't it?","You really enjoyed your training course, you say. The course was great, wasn't it?",-0.1543,0.0037,58.614,64.519,transcript_media/en/ZS_F2_1955_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 00:58.61-01:04.52,
1956,2,1951,"You notice your friend's hair is much shorter than last time. You say, You had your hair cut, didn't you?","You notice your friend's hair is much shorter than last time. You say, You had your hair cut, didn't you?",-0.1626,0.0092,81.338,85.762,transcript_media/en/ZS_F2_1956_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 01:21.34-01:25.76,
1957,2,1951,"You notice the woman singing has a nice voice. You say, she has a good voice, doesn't she?","You notice the woman singing has a nice voice. You say, she has a good voice, doesn't she?",-0.0537,0.0056,102.321,106.589,transcript_media/en/ZS_F2_1957_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 01:42.32-01:46.59,
1958,2,1951,"You're trying on a new jacket and don't like it. You say, this doesn't look very good on me, does it?","You're trying on a new jacket and don't like it. You say, this doesn't look very good on me, does it?",-0.1077,0.0021,116.529,121.202,transcript_media/en/ZS_F2_1958_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 01:56.53-02:01.20,
1959,2,1951,"The cashier is putting your groceries in a plastic bag. You say, excuse me, don't you have any paper bags?","The cashier is putting your groceries in a plastic bag. You say, excuse me, don't you have any paper bags?",-0.1425,0.0097,138.911,144.510,transcript_media/en/ZS_F2_1959_en.mp3,GLOSSIKA-ENZS-F2-GMS-1951A.mp3,F2-GMS-1951A 02:18.91-02:24.51,
